Tipo de depósito;Posição no depósito;Qtd.disponível UMB;UM básica;Produto;Descrição breve do produto;Tipo de estoque;Denominação do tipo de estoque;Preço do material;Valor total;Nome do usuário;Dt.contg.inven.fís.;Qtd.na UM administrada em estoque;UM admin.estoque
BLIN;2G-06-12D BLIN;1.750;UN;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;L2;Utilização livre depósito INVT;71,72;125.510,00;;;0,00000000000000;
BLIN;2G-06-12E BLIN;2.700;UN;403594;ALCA PREFORM CABO CONC  2X16 + 16;L2;Utilização livre depósito INVT;10,04;27.108,00;;;0,00000000000000;
BLIN;2G-06-13A BLIN;256;UN;404084;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;L2;Utilização livre depósito INVT;22,91;5.864,96;;;0,00000000000000;
BLIN;2G-06-13C BLIN;1.800;UN;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;L2;Utilização livre depósito INVT;71,72;129.096,00;;;0,00000000000000;
BLIN;2G-06-13D BLIN;1.750;UN;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;L2;Utilização livre depósito INVT;71,72;125.510,00;;;0,00000000000000;
BLIN;2G-06-13E BLIN;936;M;407094;SEALTUBO 1.1/2 FLEX ESP. AÇO CAPA PVC;L2;Utilização livre depósito INVT;70,33;65.828,88;;;0,00000000000000;
BLIN;2G-06-16B BLIN;4.000;UN;403838;ALCA PREFORM CABO CONC  1X16 + 16;L2;Utilização livre depósito INVT;3,07;12.280,00;;;0,00000000000000;
BLIN;2G-06-16D BLIN;1.891;UN;403675;ALCA PREFORM CABO CONC  3X25 + 25;L2;Utilização livre depósito INVT;11,85;22.408,35;;;0,00000000000000;
BLIN;2G-06-19A BLIN;11.391;UN;400942;PARAFUSO CAB ABA PESC QD AC 16MM 70MM;L2;Utilização livre depósito INVT;4,68;53.309,88;;;0,00000000000000;
BLIN;2G-06-20B BLIN;333;UN;402433;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;L2;Utilização livre depósito INVT;153,53;51.125,49;;;0,00000000000000;
BLIN;3G-05-13B BLIN;72;PEÇ;407096;PROTETOR P/ CABO BT PVC COMP 2000MM;L2;Utilização livre depósito INVT;215,73;15.532,56;;;0,00000000000000;
BLIN;3G-07-02A BLIN;238;UN;400011;SUPORTE TRANSF POSTE DUP T AC 210X115MM;L2;Utilização livre depósito INVT;104,75;24.930,50;;;0,00000000000000;
BLIN;3G-07-03A BLIN;240;UN;400011;SUPORTE TRANSF POSTE DUP T AC 210X115MM;L2;Utilização livre depósito INVT;104,75;25.140,00;;;0,00000000000000;
BLIN;3G-07-03B BLIN;1;UN;403804;ALCA PREFORM 6,4MM 1/4P AM 635MM;L2;Utilização livre depósito INVT;8,12;8,12;;;0,00000000000000;
BLIN;3G-07-04B BLIN;533;UN;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;L2;Utilização livre depósito INVT;71,72;38.226,76;;;0,00000000000000;
BLIN;3G-07-05A BLIN;240;UN;400011;SUPORTE TRANSF POSTE DUP T AC 210X115MM;L2;Utilização livre depósito INVT;104,75;25.140,00;;;0,00000000000000;
BLIN;3G-08-11D BLIN;5.400;UN;403594;ALCA PREFORM CABO CONC  2X16 + 16;L2;Utilização livre depósito INVT;10,04;54.216,00;;;0,00000000000000;
BLIN;3G-09-12A BLIN;176;UN;401375;AFASTADOR REDE SEC AC 700MM 500MM;L2;Utilização livre depósito INVT;185,95;32.727,20;;;0,00000000000000;
BLIN;3G-09-13A BLIN;88;UN;401375;AFASTADOR REDE SEC AC 700MM 500MM;L2;Utilização livre depósito INVT;185,95;16.363,60;;;0,00000000000000;
BLIN;P2-01-13A BLIN;138;UN;401375;AFASTADOR REDE SEC AC 700MM 500MM;L2;Utilização livre depósito INVT;185,95;25.661,10;;;0,00000000000000;
BLIN;P2-02-06A BLIN;199;UN;401485;BRACO SUPORTE TIPO C 580X365MM 851/6;L2;Utilização livre depósito INVT;141,79;28.216,21;;;0,00000000000000;
BLIN;P2-02-06A BLIN;36;UN;402106;BRACO L A1010/1020 3/8P16P;L2;Utilização livre depósito INVT;78,89;2.840,04;;;0,00000000000000;
BLIN;P2-02-08A BLIN;325;UN;401375;AFASTADOR REDE SEC AC 700MM 500MM;L2;Utilização livre depósito INVT;185,95;60.433,75;;;0,00000000000000;
BLIN;PATIO01 - BLIN;36.831;M;400708;CABO ELETR 15KV AL PROT XLPE 50MM2 1F MT;L2;Utilização livre depósito INVT;6,34;233.508,54;;;0,00000000000000;
BLIN;PATIO01 - BLIN;29.643;M;402318;CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV;L2;Utilização livre depósito INVT;47,04;1.394.406,72;;;0,00000000000000;
BLIN;PATIO01 - BLIN;694;M;403579;CABO AL CONCENTRICO 3F 3X35+35MM2;L2;Utilização livre depósito INVT;38,60;26.788,40;;;0,00000000000000;
BLIN;PATIO01 - BLIN;228.868;M;403642;CABO AL CONCENTRICO 2F 2X16+16MM2;L2;Utilização livre depósito INVT;15,27;3.494.814,36;;;0,00000000000000;
BLIN;PATIO03 - BLIN;19;UN;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;L2;Utilização livre depósito INVT;12.185,82;231.530,58;;;0,00000000000000;
BLIN;PATIO03 - BLIN;64;UN;400224;POSTE CONC DUPL T 11 M 300 DAN;L2;Utilização livre depósito INVT;1.616,73;103.470,72;;;0,00000000000000;
BLIN;PATIO03 - BLIN;320;UN;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;L2;Utilização livre depósito INVT;2.060,68;659.417,60;;;0,00000000000000;
BLIN;PATIO03 - BLIN;750;UN;401959;CRUZETA POL FBV/RES PES 2400X112,5X90MM;L2;Utilização livre depósito INVT;185,37;139.027,50;;;0,00000000000000;
BLIN;PATIO04 - BLIN;111;UN;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;L2;Utilização livre depósito INVT;2.060,68;228.735,48;;;0,00000000000000;
GA01;1G-01-01A;65;KG;400744;CABO ELETRICO CU NU 25MM2;L2;Utilização livre depósito INVT;30,36;1.973,40;;;0,00000000000000;
GA01;1G-01-01A;735;KG;800027;CABO ELET NU CU 50MM2 19/1,889MM;F3;Utilização livre depósito CUST;34,39;25.276,65;;;0,00000000000000;
GA01;1G-01-01B;300;UN;110893;CABO FLEX 16MM 450/750V PT;F3;Utilização livre depósito CUST;0,01;3,00;;;0,00000000000000;
GA01;1G-01-01B;300;M;404621;CABO ELET SING FLEX 0,75/1KV 2,5MM2 VM;L2;Utilização livre depósito INVT;1,94;582,00;;;0,00000000000000;
GA01;1G-01-01B;800;M;800148;CABO ELET FLEX 1X1,5MM2 CU TEMP MOLE;F3;Utilização livre depósito CUST;0,84;672,00;;;0,00000000000000;
GA01;1G-01-01B;26;M;803159;CABO ELET ISOL 1X1,5MM2 CU VD 750V;F3;Utilização livre depósito CUST;0,56;14,56;;;0,00000000000000;
GA01;1G-01-01C;200;M;400712;CABO DE FORCA 1X25MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;16,27;3.254,00;;;0,00000000000000;
GA01;1G-01-01C;200;M;401428;CABO DE FORCA 1X10MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;6,99;1.398,00;;;0,00000000000000;
GA01;1G-01-01C;1.000;UN;404292;CABO OPTICO 62,5/125 MICRONS ANTI-ROEDOR;L2;Utilização livre depósito INVT;17,76;17.760,00;RCAVALCANTE;04/09/2025;1.000;UN
GA01;1G-01-01C;300;M;805374;CABO COAXIAL RGC213 RIGIDO;F3;Utilização livre depósito CUST;19,90;5.970,00;;;0,00000000000000;
GA01;1G-01-01D;30;M;400832;CABO ELET BT 3X10MM2 0,6/1 KV;L2;Utilização livre depósito INVT;25,80;774,00;;;0,00000000000000;
GA01;1G-01-01D;377;M;402395;CABO ELET CONT 12X1,5MM2 600/1000V;L2;Utilização livre depósito INVT;5,11;1.926,47;;;0,00000000000000;
GA01;1G-01-01D;236;UN;403592;CABO OPTICO AUTOSUST 12F MONOMODO;L2;Utilização livre depósito INVT;4,77;1.125,72;;;0,00000000000000;
GA01;1G-01-01D;344;UN;403840;CABO OPTICO AUTOSUST 24F MONOMODO;L2;Utilização livre depósito INVT;4,32;1.486,08;;;0,00000000000000;
GA01;1G-01-02A;512;KG;400822;CABO ELET NU 1X35MM21AWG CU;L2;Utilização livre depósito INVT;31,23;15.989,76;;;0,00000000000000;
GA01;1G-01-02A;3;KG;800141;CABO ELET NU 1X35MM21AWG CU;F3;Utilização livre depósito CUST;31,23;93,69;;;0,00000000000000;
GA01;1G-01-02B;600;M;402381;CABO ELET FLEX PVC 6MM AZ;L2;Utilização livre depósito INVT;4,43;2.658,00;;;0,00000000000000;
GA01;1G-01-02B;19;KG;402397;CABO ELET NU CA 1/0AWG 53,5 MM2 POPPY;L2;Utilização livre depósito INVT;28,73;545,87;;;0,00000000000000;
GA01;1G-01-02B;200;M;409002;CABO FLEXIVEL 0.75MM 750V VM;L2;Utilização livre depósito INVT;0,81;162,00;;;0,00000000000000;
GA01;1G-01-02B;200;M;409003;CABO FLEXIVEL 0.75MM 750V AZ;L2;Utilização livre depósito INVT;0,81;162,00;;;0,00000000000000;
GA01;1G-01-02B;100;M;801006;CABO ELET ISOL 4MM2 PVC 750V;F3;Utilização livre depósito CUST;1,48;148,00;;;0,00000000000000;
GA01;1G-01-02C;45;M;400433;CABO ELETR 750V CU PVC 35MM2 AZUL BT;L2;Utilização livre depósito INVT;30,50;1.372,50;;;0,00000000000000;
GA01;1G-01-02C;36;M;400723;CABO ELET CU 4X4MM2 0,6/1KV BT;L2;Utilização livre depósito INVT;29,35;1.056,60;;;0,00000000000000;
GA01;1G-01-02C;200;M;400760;CABO DE FORCA 1X16MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;13,81;2.762,00;;;0,00000000000000;
GA01;1G-01-02C;70;M;401806;CABO COMANDO/CONTR 6X2,5MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;32,23;2.256,10;;;0,00000000000000;
GA01;1G-01-02C;3.284;M;402352;CABO ELET CU 1X6MM2 0,6/1KV - SUBESTACAO;L2;Utilização livre depósito INVT;4,41;14.482,44;;;0,00000000000000;
GA01;1G-01-02D;79;M;400358;CABO COMANDO/CONTROLE 4X10MM2;L2;Utilização livre depósito INVT;18,87;1.490,73;;;0,00000000000000;
GA01;1G-01-02D;122;M;404832;CABO ELET 15KV AL PROT XLPE 150MM2 6F MT;L2;Utilização livre depósito INVT;6,54;797,88;;;0,00000000000000;
GA01;1G-01-02D;70;M;800985;CABO ELET FLEX 3X16MM2 CU TEMP MOLE;F3;Utilização livre depósito CUST;20,03;1.402,10;;;0,00000000000000;
GA01;1G-01-02E;235;M;401383;COBERTURA PROT PLASTI 2AWG PT;L2;Utilização livre depósito INVT;2,36;554,60;;;0,00000000000000;
GA01;1G-01-02E;838;UN;801653;METROS FIBRA MONOMODO SM;F3;Utilização livre depósito CUST;2,99;2.505,62;;;0,00000000000000;
GA01;1G-01-03A;619;KG;401505;FIO ELETRICO NU CU 16MM2 MEIO DURO;L2;Utilização livre depósito INVT;97,84;60.562,96;;;0,00000000000000;
GA01;1G-01-03B;380;M;800026;CABO ELET FLEXIVEL PVC 750V 2,5MM2 VM;F3;Utilização livre depósito CUST;1,20;456,00;;;0,00000000000000;
GA01;1G-01-03B;1.282;M;801157;CABO ELET FLEXIVEL PVC 750V 2,5MM2 PT;F3;Utilização livre depósito CUST;1,93;2.474,26;;;0,00000000000000;
GA01;1G-01-03B;388;M;801274;CABO ELET ISOL CU PT 8AWG PVC 750V;F3;Utilização livre depósito CUST;4,89;1.897,32;;;0,00000000000000;
GA01;1G-01-03D;188;M;400695;CABO ELETR 0,6/1KV CU FLEX 3X16MM2 BT;L2;Utilização livre depósito INVT;24,25;4.559,00;;;0,00000000000000;
GA01;1G-01-03D;16;M;404042;CABO ELETRICO BT 2X16MM2 0,6/1KV;L2;Utilização livre depósito INVT;23,76;380,16;;;0,00000000000000;
GA01;1G-01-03D;62;M;404043;CABO ELETRICO BT 4X10MM2 0,6/1KV;L2;Utilização livre depósito INVT;43,86;2.719,32;;;0,00000000000000;
GA01;1G-01-03E;16.832;M;400813;CABO ELETRICO ISOLADO SINGELO 6MM2;L2;Utilização livre depósito INVT;1,75;29.456,00;;;0,00000000000000;
GA01;1G-01-04A;189;KG;405000;FIO DE ACO RECOBERTO COBRE 4AWG;L2;Utilização livre depósito INVT;315,05;59.544,45;;;0,00000000000000;
GA01;1G-01-04B;29;M;401548;CABO ELET AL TRIP 2X35+1X35 MM2 0,6/1KV;L2;Utilização livre depósito INVT;7,20;208,80;;;0,00000000000000;
GA01;1G-01-04B;23;KG;403716;CORDOALHA AC 7,94MM 5/16P 7F (EHS);L2;Utilização livre depósito INVT;14,39;330,97;;;0,00000000000000;
GA01;1G-01-04B;2;KG;803160;CABO ELET NU CU 95MM2 MEIO DURO;F3;Utilização livre depósito CUST;162,09;324,18;;;0,00000000000000;
GA01;1G-01-04C;235;KG;400822;CABO ELET NU 1X35MM21AWG CU;L2;Utilização livre depósito INVT;31,23;7.339,05;;;0,00000000000000;
GA01;1G-01-04C;250;M;401501;CABO CU ISOL  2,5MM2 COR VD 1KV ENCORD 2;L2;Utilização livre depósito INVT;2,16;540,00;;;0,00000000000000;
GA01;1G-01-04D;21;M;400670;CABO ELET ISOL SING 1.5MM2 PT;L2;Utilização livre depósito INVT;0,56;11,76;;;0,00000000000000;
GA01;1G-01-04D;227;M;400718;CABO ELETR 750V CU SING PVC 1,5MM2 AZUL;L2;Utilização livre depósito INVT;0,56;127,12;;;0,00000000000000;
GA01;1G-01-04D;5;M;403194;CABO ELET SING FLEX 0,75/1KV 2,5MM2 AM;L2;Utilização livre depósito INVT;1,64;8,20;;;0,00000000000000;
GA01;1G-01-04D;230;M;800129;CABO ELETR 0,6/1KV CU PVC 25MM2 BT;F3;Utilização livre depósito CUST;3,78;869,40;;;0,00000000000000;
GA01;1G-01-04D;402;M;800429;CABO CU SING 2,5MM2 VD 0,6/1KV ANTI-CHAM;F3;Utilização livre depósito CUST;1,29;518,58;;;0,00000000000000;
GA01;1G-01-05A;39;M;407971;CABO DE COBRE NU 150MM² MEIO-DURO;L2;Utilização livre depósito INVT;127,08;4.956,12;;;0,00000000000000;
GA01;1G-01-05A;151;M;800810;CABO ELET 15KV AL PROT XLPE 120MM2 1F MT;F3;Utilização livre depósito CUST;12,42;1.875,42;;;0,00000000000000;
GA01;1G-01-05B;19.048;M;800158;CABO ELETRICO ISOLADO SINGELO 6MM2;F3;Utilização livre depósito CUST;1,74;33.143,52;;;0,00000000000000;
GA01;1G-01-05C;700;M;401806;CABO COMANDO/CONTR 6X2,5MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;32,23;22.561,00;;;0,00000000000000;
GA01;1G-01-05D;798;M;803152;CABO ELET FLEX 3X2,5MM2 CU TEMP MOLE;F3;Utilização livre depósito CUST;2,63;2.098,74;;;0,00000000000000;
GA01;1G-01-06A;28;M;401531;CABO ELET ISOL PVC PT 10MM2 0,6/1KV;L2;Utilização livre depósito INVT;8,70;243,60;;;0,00000000000000;
GA01;1G-01-06A;849;M;800763;CABO ELET ISOL PVC PT 10MM2 0,6/1KV;F3;Utilização livre depósito CUST;8,67;7.360,83;;;0,00000000000000;
GA01;1G-01-06B;4;M;402310;CABO ELET ISOL VM 2,5MM2;L2;Utilização livre depósito INVT;0,72;2,88;;;0,00000000000000;
GA01;1G-01-06B;6.414;M;404186;CABO ELET FLEX TEMP MOLE 1X4MM2 CU 750V;L2;Utilização livre depósito INVT;2,58;16.548,12;;;0,00000000000000;
GA01;1G-01-06C;453,500;KG;800141;CABO ELET NU 1X35MM21AWG CU;F3;Utilização livre depósito CUST;31,23;14.162,81;;;0,00000000000000;
GA01;1G-01-06C;2.164;M;801013;CABO ELET FLEX 4X1,5MM2 0,6/1KV;F3;Utilização livre depósito CUST;1,93;4.176,52;;;0,00000000000000;
GA01;1G-01-06D;92;M;404044;CABO ELET CU EPR 4X16MM2 0,6/1KV BT;L2;Utilização livre depósito INVT;62,78;5.775,76;;;0,00000000000000;
GA01;1G-01-06D;2.313;M;801829;FIO TELEFONICO FDG 2 COND CU EST 0,50MM2;F3;Utilização livre depósito CUST;0,49;1.133,37;;;0,00000000000000;
GA01;1G-01-06D;1.317;UN;802385;CABO TELEFONICO CCI 6P TERMOPLAS;F3;Utilização livre depósito CUST;1,19;1.567,23;;;0,00000000000000;
GA01;1G-01-06D;436;UN;802396;CABO TELEFONICO CCI 4P TERMOPLAS;F3;Utilização livre depósito CUST;0,79;344,44;;;0,00000000000000;
GA01;1G-02-01A;6.121;UN;403840;CABO OPTICO AUTOSUST 24F MONOMODO;L2;Utilização livre depósito INVT;4,32;26.442,72;;;0,00000000000000;
GA01;1G-02-01A;202;M;800810;CABO ELET 15KV AL PROT XLPE 120MM2 1F MT;F3;Utilização livre depósito CUST;12,42;2.508,84;;;0,00000000000000;
GA01;1G-02-01B;6.700;M;801263;CABO  MULT 1X10+1X10MM² XLPE 0,6/1 KV;F3;Utilização livre depósito CUST;1,74;11.658,00;;;0,00000000000000;
GA01;1G-02-01C;1.150;M;401981;CABO  MULT 1X10+1X10MM² XLPE 0,6/1 KV;L2;Utilização livre depósito INVT;1,79;2.058,50;;;0,00000000000000;
GA01;1G-02-01D;8.400;M;401981;CABO  MULT 1X10+1X10MM² XLPE 0,6/1 KV;L2;Utilização livre depósito INVT;1,79;15.036,00;;;0,00000000000000;
GA01;1G-02-02A;4.214;UN;403840;CABO OPTICO AUTOSUST 24F MONOMODO;L2;Utilização livre depósito INVT;4,32;18.204,48;;;0,00000000000000;
GA01;1G-02-02B;63;M;800174;CABO ELET CU PVC 1X10MM2 7FIOS 750V;F3;Utilização livre depósito CUST;8,67;546,21;;;0,00000000000000;
GA01;1G-02-02C;819;M;801341;CABO ELETR 0,6/1KV CU PVC 16MM2 BT;F3;Utilização livre depósito CUST;6,19;5.069,61;;;0,00000000000000;
GA01;1G-02-02D;1.890;M;404418;CABO MANGA 4V P/ REFLETOR LED 10M;L2;Utilização livre depósito INVT;3,15;5.953,50;;;0,00000000000000;
GA01;1G-02-03A;3.700;UN;403592;CABO OPTICO AUTOSUST 12F MONOMODO;L2;Utilização livre depósito INVT;4,77;17.649,00;;;0,00000000000000;
GA01;1G-02-03B;653;UN;403840;CABO OPTICO AUTOSUST 24F MONOMODO;L2;Utilização livre depósito INVT;4,32;2.820,96;;;0,00000000000000;
GA01;1G-02-03E;100;UN;410017;TERMINAL PRE ISOL TUB SIMPLES 2,5MM² AZ;L2;Utilização livre depósito INVT;0,59;59,00;;;0,00000000000000;
GA01;1G-02-04A;1.678;UN;802276;CABO OPTICO AUTOSUST 12F MONOMODO;F3;Utilização livre depósito CUST;4,77;8.004,06;;;0,00000000000000;
GA01;1G-02-04B;4.029;M;800803;CABO FIBRA OTIC MULTIM 4F 625;F3;Utilização livre depósito CUST;2,59;10.435,11;;;0,00000000000000;
GA01;1G-02-04D;1.616;UN;402757;FIBRA OPTICA MM 12F LAN OM4 10GB IN/OUT;L2;Utilização livre depósito INVT;45,73;73.899,68;;;0,00000000000000;
GA01;1G-02-04E;166;M;401826;CABO ELET MT 1X35MM2 EPR 8,7/15KV;L2;Utilização livre depósito INVT;98,58;16.364,28;;;0,00000000000000;
GA01;1G-02-05B;758;M;400316;CABO ELETR 0,6/1KV CU PVC 16MM2 BT;L2;Utilização livre depósito INVT;18,84;14.280,72;;;0,00000000000000;
GA01;1G-02-05B;734;M;402083;CABO ELET FLEX CU 1X2,5MM2;L2;Utilização livre depósito INVT;1,25;917,50;;;0,00000000000000;
GA01;1G-02-05B;13;M;407737;CABO ELET FLEXIVEL PVC 750V 2,5MM2 CZ;L2;Utilização livre depósito INVT;0,97;12,61;;;0,00000000000000;
GA01;1G-02-05C;10.183;M;405486;FIO AL COB XLPE 1X 10,00MM2 MOLE AMARRA;L2;Utilização livre depósito INVT;4,99;50.813,17;;;0,00000000000000;
GA01;1G-02-05D;237;M;401817;CABO COMANDO/CONTR 4X6MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;37,74;8.944,38;RCAVALCANTE;09/10/2024;277;M
GA01;1G-02-05D;4.000;M;405486;FIO AL COB XLPE 1X 10,00MM2 MOLE AMARRA;L2;Utilização livre depósito INVT;4,99;19.960,00;;;0,00000000000000;
GA01;1G-02-06B;164;M;400458;CABO ELETR 1KV CU PVC 20X1,5MM2 CONTROLE;L2;Utilização livre depósito INVT;21,09;3.458,76;;;0,00000000000000;
GA01;1G-02-06B;29;M;400709;CABO ELET CU 4X1,5MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;2,82;81,78;;;0,00000000000000;
GA01;1G-02-06B;33;M;401411;CABO ELET CU ISOL PVC 2X4MM2;L2;Utilização livre depósito INVT;6,02;198,66;;;0,00000000000000;
GA01;1G-02-06B;46;M;402226;CABO ELET MT 1X35MM2 8,7/15KV;L2;Utilização livre depósito INVT;4,66;214,36;;;0,00000000000000;
GA01;1G-02-06C;8.000;M;405486;FIO AL COB XLPE 1X 10,00MM2 MOLE AMARRA;L2;Utilização livre depósito INVT;4,99;39.920,00;;;0,00000000000000;
GA01;1G-02-06D;140;M;400325;CABO COMANDO/CONTR 2X6MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;15,95;2.233,00;RCAVALCANTE;09/10/2024;140;M
GA01;1G-02-06D;46;M;401543;CABO COMANDO/CONTR 20X1,5MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;28,51;1.311,46;;;0,00000000000000;
GA01;1G-02-06D;104;M;402350;CABO COMANDO/CONTR 4X4MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;14,26;1.483,04;RCAVALCANTE;09/10/2024;154;M
GA01;1G-02-06E;4.000;UN;403592;CABO OPTICO AUTOSUST 12F MONOMODO;L2;Utilização livre depósito INVT;4,77;19.080,00;;;0,00000000000000;
GA01;1G-02-06E;4.020;UN;403840;CABO OPTICO AUTOSUST 24F MONOMODO;L2;Utilização livre depósito INVT;4,32;17.366,40;;;0,00000000000000;
GA01;1G-03-01C;152;M;800048;CABO ELET ISOL SING 1.5MM2 VERMELHA;F3;Utilização livre depósito CUST;0,56;85,12;;;0,00000000000000;
GA01;1G-03-01E;43.200;M;402187;FIO ELETRICO CU ISOL 1,5MM2 750V;L2;Utilização livre depósito INVT;0,25;10.800,00;;;0,00000000000000;
GA01;1G-04-01A;2.642;M;404010;CABO AL CONCENTRICO 3F 3X95+50MM2;L2;Utilização livre depósito INVT;100,36;265.151,12;;;0,00000000000000;
GA01;1G-04-01A;3;M;800021;CABO ELET CU 95MM2 90°XLPE 0,6/1KV;F3;Utilização livre depósito CUST;67,31;201,93;;;0,00000000000000;
GA01;1G-04-02A;3.642;M;400443;CABO  MULT 2X25+1X25MM² XLPE 0,6/1 KV;L2;Utilização livre depósito INVT;6,86;24.984,12;;;0,00000000000000;
GA01;1G-04-02A;2.488;M;400694;CABO ELETR 0,6/1KV CU PVC 25MM2 BT;L2;Utilização livre depósito INVT;6,00;14.928,00;;;0,00000000000000;
GA01;1G-04-02A;295;M;401543;CABO COMANDO/CONTR 20X1,5MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;28,51;8.410,45;;;0,00000000000000;
GA01;1G-04-02A;302;M;401544;CABO ELET FLEX 2X6MM2 0,6/1KV;L2;Utilização livre depósito INVT;8,59;2.594,18;;;0,00000000000000;
GA01;1G-04-02A;1.760;M;401826;CABO ELET MT 1X35MM2 EPR 8,7/15KV;L2;Utilização livre depósito INVT;98,58;173.500,80;;;0,00000000000000;
GA01;1G-04-02A;92;KG;401908;CABO ELET NU CA 336,4MCM 170MM2 TULIP;L2;Utilização livre depósito INVT;18,37;1.690,04;;;0,00000000000000;
GA01;1G-04-02A;374;M;402070;CABO ELET CONT 15X1,5MM2 1KV 19F;L2;Utilização livre depósito INVT;4,85;1.813,90;;;0,00000000000000;
GA01;1G-04-02A;1.200;M;402072;CABO COMANDO/CONTR 8X1,5MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;20,72;24.864,00;;;0,00000000000000;
GA01;1G-04-02A;1.260;M;402081;CABO ELET CU 120MM2 90°XLPE 0,6/1KV;L2;Utilização livre depósito INVT;97,36;122.673,60;;;0,00000000000000;
GA01;1G-04-02A;190;M;402248;CABO ELET MULTIP AUTOS 3X240MM2+120MM2;L2;Utilização livre depósito INVT;53,26;10.119,40;;;0,00000000000000;
GA01;1G-04-02A;119;KG;402396;CABO AL NU C/ALMA ACO 4AWG;L2;Utilização livre depósito INVT;16,99;2.021,81;;;0,00000000000000;
GA01;1G-04-02A;1.264;KG;402654;CABO ACO ZINCADO 3X2,25MM 1430DAN;L2;Utilização livre depósito INVT;17,48;22.094,72;;;0,00000000000000;
GA01;1G-04-02A;1.662;M;403204;CABO COMANDO/CONTR 7X2,5MM2 0,6/1KV SBE;L2;Utilização livre depósito INVT;2,77;4.603,74;;;0,00000000000000;
GA01;1G-04-02A;456;M;403353;CABO ELET CU 150MM2 90°XLPE 0,6/1KV;L2;Utilização livre depósito INVT;120,17;54.797,52;;;0,00000000000000;
GA01;1G-04-02A;481;UN;403870;CABO EL 15KV AL PROT XLPE 170,5MM2 1F MT;L2;Utilização livre depósito INVT;6,93;3.333,33;;;0,00000000000000;
GA01;1G-04-02A;662;M;404832;CABO ELET 15KV AL PROT XLPE 150MM2 6F MT;L2;Utilização livre depósito INVT;6,54;4.329,48;;;0,00000000000000;
GA01;1G-04-02A;280;KG;800059;CABO ELET NU CA 336,4MCM 170MM2 TULIP;F3;Utilização livre depósito CUST;24,44;6.843,20;;;0,00000000000000;
GA01;1G-04-02A;3;M;800426;CABO ELET BT 70MM2 CU PVC PT 0,6/1KV;F3;Utilização livre depósito CUST;56,98;170,94;;;0,00000000000000;
GA01;1G-04-02A;3.950;M;800741;CABO ELET CU 120MM2 90°XLPE 0,6/1KV;F3;Utilização livre depósito CUST;96,14;379.753,00;;;0,00000000000000;
GA01;1G-04-02A;270;M;800804;CABO  MULT 1X16+1X16MM² XLPE 0,6/1 KV;F3;Utilização livre depósito CUST;3,23;872,10;;;0,00000000000000;
GA01;1G-04-02A;300;M;800985;CABO ELET FLEX 3X16MM2 CU TEMP MOLE;F3;Utilização livre depósito CUST;20,03;6.009,00;;;0,00000000000000;
GA01;1G-04-02A;164;M;801185;CABO  MULT 2X10+1X10 MM² XLPE 0,6/1 KV;F3;Utilização livre depósito CUST;3,11;510,04;;;0,00000000000000;
GA01;1G-04-02A;2.016;UN;802451;CABO TELEFONICO CTP APL 30P TERMOPLAS;F3;Utilização livre depósito CUST;4,32;8.709,12;;;0,00000000000000;
GA01;1G-04-02A;500;M;804633;CABO AL CONCENTRICO 2F 2X16+16MM2;F3;Utilização livre depósito CUST;12,63;6.315,00;;;0,00000000000000;
GA01;1G-04-02A;499;M;804637;CABO AL CONCENTRICO 3F 3X10+10MM2;F3;Utilização livre depósito CUST;12,10;6.037,90;;;0,00000000000000;
GA01;1G-04-02A;967;M;804639;CABO AL CONCENTRICO 3F 3X25+25MM2;F3;Utilização livre depósito CUST;22,88;22.124,96;;;0,00000000000000;
GA01;1G-04-02A;136;M;805324;CABO MULT 3X120+1X95MM² XLPE 0,6/1 KV;F3;Utilização livre depósito CUST;46,94;6.383,84;;;0,00000000000000;
GA01;1G-04-03A;150;M;400475;CABO PARA-RAIO 24FO;L2;Utilização livre depósito INVT;52,92;7.938,00;;;0,00000000000000;
GA01;1G-04-03A;1.918;M;401447;CABO CU PROTEGIDO EPR 500MM2 8,7/15KV;L2;Utilização livre depósito INVT;424,41;814.018,38;;;0,00000000000000;
