Documento de compras;Item;Contrato básico;It.contrato superior;Fornecedor/centro fornecedor;Tipo doc.compras;Ctg.doc.compras;Grupo de compradores;Histórico pedido/docum.SolRem.;Data do documento;Código de imposto;Material;Texto breve;Grupo de mercadorias;Código de eliminação;Categoria do item;Ctg.class.cont.;Centro;Depósito;Qtd.pedido;UM pedido;Qtd.na UnidGestEstoq;Unidade manutenção estoque;Preço líquido;Moeda;Unidade preço;Quantidade prevista;Qtd.prev.pendente;a ser fornecida (quantidade);a ser fornecido (valor;Ãinda a faturar (quantidade);Ainda a faturar (valor);Núm.itens;Domicílio fiscal;Valor líquido pedido;Qtd.notificada
4500153341;30;4600003549;460;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;08/05/2026;C1;401892;CINTA POSTE CIRC ACO 200MM;MC12002;;;;CDFL;INVT;300;UN;300;UN;19,43;BRL;1;0;0;300;5.828,31;300;5.828,31;1;ZF 1302603;5.828,31;0
4500153341;40;4600003549;470;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;08/05/2026;C1;803339;CINTA POSTE CIRC ACO 210MM;MC12002;;;;CDFL;CUST;20;UN;20;UN;20,40;BRL;1;0;0;20;408,08;20;408,08;1;ZF 1302603;408,08;0
4500153341;50;4600003549;480;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;08/05/2026;C1;801346;CINTA POSTE CIRC ACO 220MM;MC12002;;;;CDFL;CUST;20;UN;20;UN;20,74;BRL;1;0;0;20;414,78;20;414,78;1;ZF 1302603;414,78;0
4500153341;60;4600003549;490;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;08/05/2026;C1;402202;CINTA POSTE CIRC ACO 250MM;MC12002;;;;CDFL;INVT;300;UN;300;UN;22,84;BRL;1;0;0;300;6.852,24;300;6.852,24;1;ZF 1302603;6.852,24;0
4500153341;70;4600003549;500;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;08/05/2026;C1;401438;CINTA POSTE CIRC ACO 270MM;MC12002;;;;CDFL;INVT;300;UN;300;UN;23,43;BRL;1;0;0;300;7.028,01;300;7.028,01;1;ZF 1302603;7.028,01;0
4500153341;80;4600003549;510;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;08/05/2026;C1;401803;CINTA POSTE CIRC ACO 340MM;MC12002;;;;CDFL;INVT;20;UN;20;UN;29,42;BRL;1;0;0;20;588,32;20;588,32;1;ZF 1302603;588,32;0
4500153341;110;4600003549;540;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;08/05/2026;C1;802992;CINTA POSTE CIRC ACO 370MM;MC10701;;;;CDFL;CUST;45;UN;45;UN;31,76;BRL;1;0;0;45;1.429,18;45;1.429,18;1;ZF 1302603;1.429,18;0
4500153341;120;4600003549;550;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;08/05/2026;C1;408349;CINTA POSTE CIRC ACO 370MM;MC12002;;;;CDFL;INVT;30;UN;30;UN;31,76;BRL;1;0;0;30;952,78;30;952,78;1;ZF 1302603;952,78;0
4500153348;10;4600003570;290;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;11/05/2026;C1;800215;ARRUELA LIS 3/8P 1119;MC01301;;;;CDFL;CUST;704;UN;704;UN;0,26;BRL;1;0;0;704;183,32;704;183,32;1;ZF 1302603;183,32;0
4500153348;20;4600003570;300;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;11/05/2026;C1;801087;GANCHO OLHAL AC 17MM 5000KGF;MC12002;;;;CDFL;CUST;1.040;UN;1.040;UN;7,64;BRL;1;0;0;1.040;7.940,71;1.040;7.940,71;1;ZF 1302603;7.940,71;0
4500153348;30;4600003570;310;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;11/05/2026;C1;402296;GANCHO OLHAL AC 17MM 5000KGF;MC12002;;;;CDFL;INVT;5.223;UN;5.223;UN;7,64;BRL;1;0;0;5.223;39.879,17;5.223;39.879,17;1;ZF 1302603;39.879,17;0
4500153348;40;4600003570;320;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;11/05/2026;C1;402312;OLHAL PARAFUSO AC 16MM 5000DAN;MC10401;;;;CDFL;INVT;2.495;UN;2.495;UN;9,05;BRL;1;0;0;2.495;22.577,01;2.495;22.577,01;1;ZF 1302603;22.577,01;0
4500153348;50;4600003570;330;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;11/05/2026;C1;801186;OLHAL PARAFUSO AC 16MM 5000DAN;MC10401;;;;CDFL;CUST;1.690;UN;1.690;UN;9,05;BRL;1;0;0;1.690;15.292,64;1.690;15.292,64;1;ZF 1302603;15.292,64;0
4500153348;60;4600003570;340;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;11/05/2026;C1;400930;PARAFUSO CAB ABA AC 10MM 115MM;MC01301;;;;CDFL;INVT;942;UN;942;UN;1,43;BRL;1;0;0;942;1.349,13;942;1.349,13;1;ZF 1302603;1.349,13;0
4500153348;70;4600003570;350;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;11/05/2026;C1;401131;PARAFUSO CAB QD AC 16MM 225MM 300MM;MC01301;;;;CDFL;INVT;17.050;UN;17.050;UN;6,44;BRL;1;0;0;17.050;109.885,54;17.050;109.885,54;1;ZF 1302603;109.885,54;0
4500153348;80;4600003570;360;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;11/05/2026;C1;800922;PARAFUSO CAB QD AC 16MM 450MM;MC01301;;;;CDFL;CUST;1.979;UN;1.979;UN;10,17;BRL;1;0;0;1.979;20.134,74;1.979;20.134,74;1;ZF 1302603;20.134,74;0
4500153348;90;4600003570;370;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;11/05/2026;C1;401239;PARAFUSO CAB QD AC 16MM 450MM;MC01301;;;;CDFL;INVT;5.873;UN;5.873;UN;10,17;BRL;1;0;0;5.873;59.753,08;5.873;59.753,08;1;ZF 1302603;59.753,08;0
4500153348;100;4600003570;380;1003152    ROMAGNOLE PRODUTOS ELETRICOS S.A.;NB;F;GAE;;11/05/2026;C1;400193;PARAFUSO OLHAL AC 5/8P 20P;MC01301;;;;CDFL;INVT;4.135;UN;4.135;UN;22,33;BRL;1;0;0;4.135;92.331,66;4.135;92.331,66;1;ZF 1302603;92.331,66;0
4500147431;10;;0;1003224    BENY MATERIAIS DE CONSTRUCAO LTDA;ZCDR;F;GAE;;23/02/2026;CA;407223;MANTA ALUMINIZADA 10CM x 10M;MC00901;;;;CDFL;INVT;458;UN;458;UN;19,69;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;9.017,10;458
4500148647;10;;0;1003224    BENY MATERIAIS DE CONSTRUCAO LTDA;ZCDR;F;GAE;;11/03/2026;CA;410212;FITA AUTOADESIVA BLINDAGEM 10cmX10m;MC03701;;;;CDFL;INVT;150;UN;150;UN;19,68;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;2.952,00;150
4500144983;10;4600001961;680;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;03/02/2026;CA;400072;TRAFO AER 1F 7,96KV 5KVA 240/120V 7TP;MC22103;;;;CDFL;INVT;338;UN;338;UN;4.229,89;BRL;1;0;0;2;8.459,78;2;8.459,78;1;ZF 1302603;1.429.703,21;336
4500144983;20;4600001961;690;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;03/02/2026;CA;402447;TRAFO AER 1F 7,96KV 10KVA 240/120V 7TP;MC22103;;;;CDFL;INVT;15;UN;15;UN;5.064,79;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;75.971,79;15
4500144983;30;4600001961;700;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;03/02/2026;CA;401193;TRAFO AER 1F 7,96KV 15KVA 240/120V 7TP;MC22103;;;;CDFL;INVT;14;UN;14;UN;6.713,25;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;93.985,56;14
4500144983;40;4600001961;710;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;03/02/2026;CA;402132;TRAFO AER 1F 15KV 25KVA 240/120V 7TP;MC22103;;;;CDFL;INVT;20;UN;20;UN;9.443,94;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;188.878,72;20
4500144983;50;4600001961;720;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;03/02/2026;CA;401324;TRAFO AER 3F 15KV 30KVA 220/127V 7TP;MC22103;;;;CDFL;INVT;10;UN;10;UN;11.509,42;BRL;1;0;0;5;57.547,10;5;57.547,10;1;ZF 1302603;115.094,20;5
4500144983;60;4600001961;730;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;03/02/2026;CA;400073;TRAFO AER 3F 15KV 45KVA 220/127V 7TP;MC22103;;;;CDFL;INVT;42;UN;42;UN;14.117,36;BRL;1;0;0;21;296.464,62;21;296.464,62;1;ZF 1302603;592.929,24;21
4500144983;70;4600001961;740;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;03/02/2026;CA;400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;MC22103;;;;CDFL;INVT;40;UN;40;UN;19.517,23;BRL;1;0;0;20;390.344,62;20;390.344,62;1;ZF 1302603;780.689,24;20
4500144983;80;4600001961;750;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;03/02/2026;CA;400288;TRAFO AER 3F 15KV 112,5KVA 220/127V 7TP;MC22103;;;;CDFL;INVT;66;UN;66;UN;26.809,18;BRL;1;0;0;4;107.236,70;4;107.236,70;1;ZF 1302603;1.769.405,56;62
4500144983;110;4600001961;780;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;03/02/2026;CA;402447;TRAFO AER 1F 7,96KV 10KVA 240/120V 7TP;MC22103;;;;CDFL;INVT;15;UN;15;UN;5.064,79;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;75.971,79;15
4500148071;10;4600001961;790;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;04/03/2026;CA;410116;TRAFO AER 1F 7,96KV 5KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;256;UN;256;UN;3.817,86;BRL;1;0;0;256;977.373,16;256;977.373,16;1;ZF 1302603;977.373,16;0
4500148071;20;4600001961;800;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;04/03/2026;CA;410117;TRAFO AER 1F 7,9KV 10KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;45;UN;45;UN;4.205,92;BRL;1;0;0;25;105.148,12;25;105.148,12;1;ZF 1302603;189.266,62;20
4500148071;30;4600001961;810;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;04/03/2026;CA;410118;TRAFO AER 1F 7,9KV 15KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;36;UN;36;UN;5.342,33;BRL;1;0;0;20;106.846,58;20;106.846,58;1;ZF 1302603;192.323,85;16
4500148071;40;4600001961;820;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;04/03/2026;CA;410119;TRAFO AER 1F 15KV 25KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;15;UN;15;UN;6.143,98;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;92.159,70;15
4500148071;50;4600001961;830;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;04/03/2026;CA;410120;TRAFO AER 3F 15KV 30KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;25;UN;25;UN;9.366,53;BRL;1;0;0;14;131.131,45;14;131.131,45;1;ZF 1302603;234.163,30;11
4500148071;60;4600001961;840;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;04/03/2026;CA;410126;TRAFO AER 3F 15KV 45KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;88;UN;88;UN;10.925,26;BRL;1;0;0;88;961.422,77;88;961.422,77;1;ZF 1302603;961.422,77;0
4500148071;70;4600001961;850;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;04/03/2026;CA;410122;TRAFO AER 3F 15KV 75KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;361;UN;361;UN;14.452,68;BRL;1;0;0;146;2.110.091,81;146;2.110.091,81;1;ZF 1302603;5.217.418,78;215
4500152181;10;4600001961;860;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;17/04/2026;CA;410116;TRAFO AER 1F 7,96KV 5KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;160;UN;160;UN;3.817,86;BRL;1;0;0;160;610.858,22;160;610.858,22;1;ZF 1302603;610.858,22;0
4500152181;20;4600001961;870;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;17/04/2026;CA;410117;TRAFO AER 1F 7,9KV 10KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;19;UN;19;UN;4.205,92;BRL;1;0;0;19;79.912,57;19;79.912,57;1;ZF 1302603;79.912,57;0
4500152181;30;4600001961;880;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;17/04/2026;CA;410118;TRAFO AER 1F 7,9KV 15KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;10;UN;10;UN;5.342,33;BRL;1;0;0;10;53.423,29;10;53.423,29;1;ZF 1302603;53.423,29;0
4500152181;40;4600001961;890;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;17/04/2026;CA;410119;TRAFO AER 1F 15KV 25KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;4;UN;4;UN;6.143,98;BRL;1;0;0;4;24.575,92;4;24.575,92;1;ZF 1302603;24.575,92;0
4500152181;50;4600001961;900;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;17/04/2026;CA;410120;TRAFO AER 3F 15KV 30KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;7;UN;7;UN;9.366,53;BRL;1;0;0;7;65.565,73;7;65.565,73;1;ZF 1302603;65.565,73;0
4500152181;60;4600001961;910;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;17/04/2026;CA;410126;TRAFO AER 3F 15KV 45KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;25;UN;25;UN;10.925,26;BRL;1;0;0;25;273.131,47;25;273.131,47;1;ZF 1302603;273.131,47;0
4500152181;70;4600001961;920;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;17/04/2026;CA;410122;TRAFO AER 3F 15KV 75KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;136;UN;136;UN;14.452,68;BRL;1;0;0;136;1.965.564,97;136;1.965.564,97;1;ZF 1302603;1.965.564,97;0
4500152181;80;4600001961;930;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;17/04/2026;CA;410123;TRAFO AER 3F 15 112,5KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;36;UN;36;UN;19.213,66;BRL;1;0;0;36;691.691,78;36;691.691,78;1;ZF 1302603;691.691,78;0
4500152181;90;4600001961;940;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;17/04/2026;CA;410124;TRAFO AER 3F 15KV 150KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;15;UN;15;UN;21.702,20;BRL;1;0;0;7;151.915,40;7;151.915,40;1;ZF 1302603;325.533,01;8
4500152181;100;4600001961;920;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;17/04/2026;CA;410122;TRAFO AER 3F 15KV 75KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;130;UN;130;UN;14.452,68;BRL;1;0;0;130;1.878.848,87;130;1.878.848,87;1;ZF 1302603;1.878.848,87;0
4500152867;10;4600001961;0;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;A13;;29/04/2026;C1;410116;TRAFO AER 1F 7,96KV 5KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;300;UN;300;UN;3.817,86;BRL;1;0;0;300;1.145.356,71;300;1.145.356,71;1;ZF 1302603;1.145.356,71;0
4500152867;20;4600001961;0;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;A13;;29/04/2026;C1;410116;TRAFO AER 1F 7,96KV 5KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;300;UN;300;UN;3.817,86;BRL;1;0;0;300;1.145.356,71;300;1.145.356,71;1;ZF 1302603;1.145.356,71;0
4500152867;30;4600001961;0;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;A13;;29/04/2026;C1;410116;TRAFO AER 1F 7,96KV 5KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;300;UN;300;UN;3.817,86;BRL;1;0;0;300;1.145.356,71;300;1.145.356,71;1;ZF 1302603;1.145.356,71;0
4500152910;10;4600001961;860;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410116;TRAFO AER 1F 7,96KV 5KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;131;UN;131;UN;3.817,86;BRL;1;0;0;131;500.139,09;131;500.139,09;1;ZF 1302603;500.139,09;0
4500152910;20;4600001961;870;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410117;TRAFO AER 1F 7,9KV 10KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;23;UN;23;UN;4.205,92;BRL;1;0;0;23;96.736,07;23;96.736,07;1;ZF 1302603;96.736,07;0
4500152910;30;4600001961;880;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410118;TRAFO AER 1F 7,9KV 15KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;26;UN;26;UN;5.342,32;BRL;1;0;0;26;138.900,26;26;138.900,26;1;ZF 1302603;138.900,26;0
4500152910;40;4600001961;890;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410119;TRAFO AER 1F 15KV 25KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;4;UN;4;UN;6.143,97;BRL;1;0;0;4;24.575,87;4;24.575,87;1;ZF 1302603;24.575,87;0
4500152910;50;4600001961;900;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410120;TRAFO AER 3F 15KV 30KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;25;UN;25;UN;9.366,51;BRL;1;0;0;25;234.162,80;25;234.162,80;1;ZF 1302603;234.162,80;0
4500152910;60;4600001961;910;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410126;TRAFO AER 3F 15KV 45KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;30;UN;30;UN;10.925,24;BRL;1;0;0;30;327.757,06;30;327.757,06;1;ZF 1302603;327.757,06;0
4500152910;70;4600001961;920;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410122;TRAFO AER 3F 15KV 75KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;133;UN;133;UN;14.452,68;BRL;1;0;0;133;1.922.206,92;133;1.922.206,92;1;ZF 1302603;1.922.206,92;0
4500152910;80;4600001961;930;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410123;TRAFO AER 3F 15 112,5KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;72;UN;72;UN;19.213,62;BRL;1;0;0;72;1.383.380,58;72;1.383.380,58;1;ZF 1302603;1.383.380,58;0
4500152910;90;4600001961;940;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410124;TRAFO AER 3F 15KV 150KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;10;UN;10;UN;21.702,15;BRL;1;0;0;10;217.021,54;10;217.021,54;1;ZF 1302603;217.021,54;0
4500152911;10;4600001961;860;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410116;TRAFO AER 1F 7,96KV 5KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;130;UN;130;UN;3.817,86;BRL;1;0;0;130;496.321,24;130;496.321,24;1;ZF 1302603;496.321,24;0
4500152911;20;4600001961;870;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410117;TRAFO AER 1F 7,9KV 10KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;22;UN;22;UN;4.205,92;BRL;1;0;0;22;92.530,15;22;92.530,15;1;ZF 1302603;92.530,15;0
4500152911;30;4600001961;880;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410118;TRAFO AER 1F 7,9KV 15KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;26;UN;26;UN;5.342,32;BRL;1;0;0;26;138.900,26;26;138.900,26;1;ZF 1302603;138.900,26;0
4500152911;40;4600001961;890;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410119;TRAFO AER 1F 15KV 25KVA 240/120V 7TP VG;MC22103;;;;CDFL;INVT;4;UN;4;UN;6.143,97;BRL;1;0;0;4;24.575,87;4;24.575,87;1;ZF 1302603;24.575,87;0
4500152911;50;4600001961;900;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410120;TRAFO AER 3F 15KV 30KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;24;UN;24;UN;9.366,51;BRL;1;0;0;24;224.796,29;24;224.796,29;1;ZF 1302603;224.796,29;0
4500152911;60;4600001961;910;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410126;TRAFO AER 3F 15KV 45KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;29;UN;29;UN;10.925,24;BRL;1;0;0;29;316.831,82;29;316.831,82;1;ZF 1302603;316.831,82;0
4500152911;70;4600001961;920;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410122;TRAFO AER 3F 15KV 75KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;133;UN;133;UN;14.452,68;BRL;1;0;0;133;1.922.206,92;133;1.922.206,92;1;ZF 1302603;1.922.206,92;0
4500152911;80;4600001961;930;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410123;TRAFO AER 3F 15 112,5KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;72;UN;72;UN;19.213,62;BRL;1;0;0;72;1.383.380,58;72;1.383.380,58;1;ZF 1302603;1.383.380,58;0
4500152911;90;4600001961;940;1003291    INDUSTRIA DE TRANSFORMADORES AMAZON;NB;F;GAE;;30/04/2026;C1;410124;TRAFO AER 3F 15KV 150KVA 220/127V 7TP VG;MC22103;;;;CDFL;INVT;10;UN;10;UN;21.702,15;BRL;1;0;0;10;217.021,54;10;217.021,54;1;ZF 1302603;217.021,54;0
4500142027;10;;0;1003333    METALACRE INDUSTRIA E COMERCIO DE L;NB;F;A03;;12/01/2026;C1;401632;LACRE SEG MET 11DIG BR;MC12505;;;;CDFL;INVT;145.100;UN;145.100;UN;1,79;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;259.090,56;145.100
4500149234;10;4600002916;30;1003333    METALACRE INDUSTRIA E COMERCIO DE L;NB;F;GAE;;12/03/2026;C1;401632;LACRE SEG MET 11DIG BR;MC12505;;;;CDFL;INVT;223.000;UN;223.000;UN;1,79;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;398.188,80;223.000
4500155402;50;4600002916;80;1003333    METALACRE INDUSTRIA E COMERCIO DE L;NB;F;GAE;;20/05/2026;C1;410310;LACRE SEG MET 11DIG ALR;MC12505;;;;CDFL;INVT;100.000;UN;100.000;UN;1,79;BRL;1;0;0;100.000;178.560,00;100.000;178.560,00;1;ZF 1302603;178.560,00;0
4500155402;60;4600002916;90;1003333    METALACRE INDUSTRIA E COMERCIO DE L;NB;F;GAE;;20/05/2026;C1;410310;LACRE SEG MET 11DIG ALR;MC12505;;;;CDFL;INVT;100.000;UN;100.000;UN;1,79;BRL;1;0;0;100.000;178.560,00;100.000;178.560,00;1;ZF 1302603;178.560,00;0
4500155402;70;4600002916;100;1003333    METALACRE INDUSTRIA E COMERCIO DE L;NB;F;GAE;;20/05/2026;C1;410310;LACRE SEG MET 11DIG ALR;MC12505;;;;CDFL;INVT;100.000;UN;100.000;UN;1,79;BRL;1;0;0;100.000;178.560,00;100.000;178.560,00;1;ZF 1302603;178.560,00;0
4500155402;80;4600002916;110;1003333    METALACRE INDUSTRIA E COMERCIO DE L;NB;F;GAE;;20/05/2026;C1;410310;LACRE SEG MET 11DIG ALR;MC12505;;;;CDFL;INVT;100.000;UN;100.000;UN;1,79;BRL;1;0;0;100.000;178.560,00;100.000;178.560,00;1;ZF 1302603;178.560,00;0
4500149684;10;4600003150;10;1003382    ELETRA INDUSTRIA E COMERCIO DE MEDI;NB;F;A01;;16/03/2026;C1;402816;MEDIDOR ELETR PROGR 3F 120V 2,5/10A THS;MC12501;;;;CDFL;INVT;268;UN;268;UN;511,19;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;136.999,46;268
4500144585;10;4600003072;10;1003412    MAURIZIO  CIA LTDA;NB;F;A01;;23/01/2026;C1;800515;ISOLADOR ANCOR POLIM 15KV 5000DAN;MC10902;;;;CDFL;CUST;605;UN;605;UN;29,76;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;18.004,80;605
4500144585;20;4600003072;20;1003412    MAURIZIO  CIA LTDA;NB;F;A01;;23/01/2026;C1;401116;ISOLADOR ANCOR POLIM 15KV 5000DAN;MC10902;;;;CDFL;INVT;2.095;UN;2.095;UN;29,76;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;62.347,20;2.095
4500145769;10;4600003075;40;1003412    MAURIZIO  CIA LTDA;NB;F;A02;;10/02/2026;C1;402433;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;MC21101;;;;CDFL;INVT;797;UN;797;UN;130,20;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;103.769,40;1.594
4500145784;10;4600003086;70;1003412    MAURIZIO  CIA LTDA;NB;F;A02;;11/02/2026;C1;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;MC10801;;;;CDFL;INVT;2.535;UN;2.535;UN;268,77;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;681.331,95;2.535
4500147521;10;4600003086;40;1003412    MAURIZIO  CIA LTDA;NB;F;A02;;23/02/2026;C1;800817;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;MC10801;;;;CDFL;CUST;1.117;UN;1.117;UN;268,77;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;300.216,09;1.117
