Tipo de depósito	Posição no depósito	Produto	Descrição breve do produto	UM básica	Qtd.disponível UMB	Tipo de estoque	Denominação do tipo de estoque	Preço do material	Valor total
GA02	2G-01-01B	800979	TERMINAL PRESSAO CU 120MM2	UN	127	F3	Utilização livre depósito CUST	8,25	1047,75
GA02	2G-01-01B	801195	TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM	UN	2000	F3	Utilização livre depósito CUST	0,67	1340
GA02	2G-01-01B	801374	TERMINAL COMPRESSAO 95MM	UN	180	F3	Utilização livre depósito CUST	2,39	430,2
GA02	2G-01-01B	801708	TERMINAL ELET PINO 1,5-2,5MM2	UN	200	F3	Utilização livre depósito CUST	0,5	100
GA02	2G-01-01B	802247	LUVA EMENDA CABO ALUM 35MM COMP 90 MM	UN	321	F3	Utilização livre depósito CUST	6,99	2243,79
GA02	2G-01-01B	802596	LUVA EMENDA COMPR CU 120MM2	UN	500	F3	Utilização livre depósito CUST	17,13	8565
GA02	2G-01-01B	803202	TERMINAL DE PRESSÃO 4MM2	UN	80	F3	Utilização livre depósito CUST	0,85	68
GA02	2G-01-01B	803579	PARAFUSO AUTO BROC FLANG PHILIPS 4.2X25M	UN	1500	F3	Utilização livre depósito CUST	0,13	195
GA02	2G-01-01B	803583	TERMINAL PRE ISOL TUB SIMPLES 2,5MM² AZ	UN	606	F3	Utilização livre depósito CUST	0,59	357,54
GA02	2G-01-01C	800007	TERMINAL PRESSAO CU 70MM2	UN	578	F3	Utilização livre depósito CUST	4,59	2653,02
GA02	2G-01-01C	800243	ARRUELA PRES AC PARAF 3/8P 5/8P	UN	892	F3	Utilização livre depósito CUST	0,54	481,68
GA02	2G-01-01C	800357	EMENDA PREF COND AL 2AWG 711MM	UN	915	F3	Utilização livre depósito CUST	8,26	7557,9
GA02	2G-01-01C	800526	PARAFUSO SXT 7/16 S/PORCA	UN	470	F3	Utilização livre depósito CUST	2,14	1005,8
GA02	2G-01-01C	800624	PARAFUSO CAB ABA AC PESC QD 5/8X2.1/2P	UN	167	F3	Utilização livre depósito CUST	7,04	1175,68
GA02	2G-01-01C	801083	PORCA SEXT AI304 3/8P UNC	UN	738	F3	Utilização livre depósito CUST	0,43	317,34
GA02	2G-01-01C	803584	TERMINAL PRE ISOL TUB DUPLO 2,5MM² AZUL	UN	800	F3	Utilização livre depósito CUST	0,6	480
GA02	2G-01-01D	800596	LACO DISTRIBUICAO PREF CAA 1/0AWG	UN	3040	F3	Utilização livre depósito CUST	2,13	6475,2
GA02	2G-01-01E	800767	CAPA PROTETORA CONEC CUNHA 15KV AZ/BR	UN	1440	F3	Utilização livre depósito CUST	23,06	33206,4
GA02	2G-01-01E	801146	LACO LATERAL PREF DUPLO 2/0AWG	UN	2654	F3	Utilização livre depósito CUST	3,1	8227,4
GA02	2G-01-02A	800817	CHAVE FUSIVEL DIST 15KV 100A/10KA PORC	UN	4	F3	Utilização livre depósito CUST	331,63	1326,52
GA02	2G-01-02A	804421	ISOLADOR PINO, POLIMERICO COM TRAVAS	UN	517	F3	Utilização livre depósito CUST	26,06	13473,02
GA02	2G-01-02B	800794	ALCA PREFORM CA/CAA 2AWG 6/1P 2AWG 625MM	UN	639	F3	Utilização livre depósito CUST	5,07	3239,73
GA02	2G-01-02B	800952	LACO PREF ROLD CA 2/0AWG LJ	UN	3851	F3	Utilização livre depósito CUST	2,88	11090,88
GA02	2G-01-02C	800779	ALCA PREFORM DIST CAA 336,4MCM VERDE	UN	950	F3	Utilização livre depósito CUST	22,74	21603
GA02	2G-01-02D	800500	LACO ROLD PREF 336,4MCM	UN	1920	F3	Utilização livre depósito CUST	1,61	3091,2
GA02	2G-01-02D	800600	LACO DISTRIBUICAO PREF CAA 2/0AWG AC	UN	2880	F3	Utilização livre depósito CUST	1,43	4118,4
GA02	2G-01-03A	400910	ISOLADOR DISCO 152X140MM 60KV 4500KGF	UN	60	L2	Utilização livre depósito INVT	22,48	1348,8
GA02	2G-01-03A	800345	GANCHO OLHAL AC 17MM 7000KGF	UN	1553	F3	Utilização livre depósito CUST	18,71	29056,63
GA02	2G-01-03B	408994	ISOLADOR PINO, POLIMERICO COM TRAVAS	UN	4	L2	Utilização livre depósito INVT	26,07	104,28
GA02	2G-01-03B	800808	ALCA PREFORM DIST CAA/CA 2/0AWG 70MM2	UN	422	F3	Utilização livre depósito CUST	9,43	3979,46
GA02	2G-01-04A	801186	OLHAL PARAFUSO AC 16MM 5000DAN	UN	1141	F3	Utilização livre depósito CUST	15,31	17468,71
GA02	2G-01-04A	803452	ESPACADOR LOSANG CLASSE 15KV C/ GARRAS	UN	144	F3	Utilização livre depósito CUST	22,45	3232,8
GA02	2G-01-04B	405483	LUVA DE EMENDA CABO ISOLADO 25MM²	UN	317	L2	Utilização livre depósito INVT	3,38	1071,46
GA02	2G-01-04B	800596	LACO DISTRIBUICAO PREF CAA 1/0AWG	UN	4446	F3	Utilização livre depósito CUST	2,13	9469,98
GA02	2G-01-04B	800734	PARA-RAIO DISTRIB POL 280V 10KA ISOL	UN	576	F3	Utilização livre depósito CUST	40,61	23391,36
GA02	2G-01-04C	800596	LACO DISTRIBUICAO PREF CAA 1/0AWG	UN	4900	F3	Utilização livre depósito CUST	2,13	10437
GA02	2G-01-04D	403209	PRENSA CABO PVC 3/4P	UN	24000	L2	Utilização livre depósito INVT	5,77	138480
GA02	2G-01-05A	800417	ARMACAO SEC PRESB 4EST 4,5MM ACO	UN	270	F3	Utilização livre depósito CUST	46,42	12533,4
GA02	2G-01-05A	801199	ALCA PREFORM DIST 4/0 AWG 120MM2	UN	234	F3	Utilização livre depósito CUST	7,53	1762,02
GA02	2G-01-05B	800341	GRAMPO ANCOR CUNHA AL 185MM2 400DAN	UN	545	F3	Utilização livre depósito CUST	37,3	20328,5
GA02	2G-01-05B	800341	GRAMPO ANCOR CUNHA AL 185MM2 400DAN	UN	3	L2	Utilização livre depósito INVT	37,3	111,9
GA02	2G-01-05B	800709	LACO PREF ISOLADOR ROLD CA 2AWG LJ 33MM2	UN	1671	F3	Utilização livre depósito CUST	1,86	3108,06
GA02	2G-01-05C	800500	LACO ROLD PREF 336,4MCM	UN	1557	F3	Utilização livre depósito CUST	1,61	2506,77
GA02	2G-01-06A	800715	PARAFUSO CAB ABA PESC QD AC 16MM 70MM	UN	12194	F3	Utilização livre depósito CUST	1,49	18169,06
GA02	2G-01-06A	801081	MANILHA SAPATILHA 6800KGF	UN	787	F3	Utilização livre depósito CUST	25,93	20406,91
GA02	2G-01-06B	802214	CHAVE SEC MONOP FACA 15KV 630A C/TER CUN	UN	57	F3	Utilização livre depósito CUST	402,5	22942,5
GA02	2G-01-06C	800064	CHAVE SEC 1P 36,2KV 400A 34,5KV	UN	17	F3	Utilização livre depósito CUST	238,24	4050,08
GA02	2G-01-06C	800595	LACO LATERAL DUPLO 4/0AWG	UN	1200	F3	Utilização livre depósito CUST	3,22	3864
GA02	2G-01-07A	800119	PARAFUSO CAB QD AC 16MM 225MM 300MM	UN	8	F3	Utilização livre depósito CUST	12,74	101,92
GA02	2G-01-07A	800496	MANILHA SAPATILHA 5000DAN	UN	633	F3	Utilização livre depósito CUST	23,63	14957,79
GA02	2G-01-07B	800515	ISOLADOR ANCOR POLIM 15KV 5000DAN	UN	842	F3	Utilização livre depósito CUST	37,61	31667,62
GA02	2G-01-07C	800515	ISOLADOR ANCOR POLIM 15KV 5000DAN	UN	1000	F3	Utilização livre depósito CUST	37,61	37610
GA02	2G-01-07D	800515	ISOLADOR ANCOR POLIM 15KV 5000DAN	UN	1000	F3	Utilização livre depósito CUST	37,61	37610
GA02	2G-01-08A	801178	ARMACAO SEC PRESB 1EST 4,2MM ACO	UN	1794	F3	Utilização livre depósito CUST	13,75	24667,5
GA02	2G-01-08B	403875	PORTA-FUSIVEL 15KV 100A	UN	1120	L2	Utilização livre depósito INVT	107,97	120926,4
GA02	2G-01-08B	800959	PORTA-FUSIVEL 15KV 100A	UN	13	F3	Utilização livre depósito CUST	109,46	1422,98
GA02	2G-01-08C	800959	PORTA-FUSIVEL 15KV 100A	UN	1446	F3	Utilização livre depósito CUST	109,46	158279,16
GA02	2G-01-08D	800654	PARA-RAIO DISTRIB POL 12KV 10KA S/CENT	UN	336	F3	Utilização livre depósito CUST	151,65	50954,4
GA02	2G-01-09A	800944	ISOLADOR RODL PORC 15KV 81X47MM 1350DAN	UN	4748	F3	Utilização livre depósito CUST	9,13	43349,24
GA02	2G-01-09B	801240	CONECTOR PERF AL 25-185MM2 / 1,5-35MM2	UN	1725	F3	Utilização livre depósito CUST	72,64	125304
GA02	2G-01-09C	801240	CONECTOR PERF AL 25-185MM2 / 1,5-35MM2	UN	1775	F3	Utilização livre depósito CUST	72,64	128936
GA02	2G-01-09D	801240	CONECTOR PERF AL 25-185MM2 / 1,5-35MM2	UN	1875	F3	Utilização livre depósito CUST	72,64	136200
GA02	2G-01-10A	800262	CHAVE FUSIVEL INDIC 15KV 200A/95KV BUC	UN	11	F3	Utilização livre depósito CUST	404,88	4453,68
GA02	2G-01-10A	800654	PARA-RAIO DISTRIB POL 12KV 10KA S/CENT	UN	76	F3	Utilização livre depósito CUST	151,65	11525,4
GA02	2G-01-10B	800337	EMENDA PREF COND AL 4/0AWG AM 1295MM	UN	249	F3	Utilização livre depósito CUST	70,17	17472,33
GA02	2G-01-10B	800623	LACO PLAST TOP ISOL 57MM CAB 120 MM 15KV	UN	108	F3	Utilização livre depósito CUST	19,57	2113,56
GA02	2G-01-10D	800654	PARA-RAIO DISTRIB POL 12KV 10KA S/CENT	UN	240	F3	Utilização livre depósito CUST	151,65	36396
GA02	2G-01-11A	401632	LACRE SEG MET 11DIG BR	UN	18649	L2	Utilização livre depósito INVT	2,21	41214,29
GA02	2G-01-11A	405382	MED IN 3E 4F 120 240V 10A TB GD DF C	UN	62	L2	Utilização livre depósito INVT	1903,46	118014,52
GA02	2G-01-11B	401753	ALCA PREFORM DIST CAA/CA 1/0AWG 50MM2	UN	1	L2	Utilização livre depósito INVT	8,86	8,86
GA02	2G-01-11B	405382	MED IN 3E 4F 120 240V 10A TB GD DF C	UN	160	L2	Utilização livre depósito INVT	1903,46	304553,6
GA02	2G-01-11C	405382	MED IN 3E 4F 120 240V 10A TB GD DF C	UN	320	L2	Utilização livre depósito INVT	1903,46	609107,2
GA02	2G-01-12A	400937	MED EL 2E 3F 120V 120A GD B	UN	244	L2	Utilização livre depósito INVT	100,54	24531,76
GA02	2G-01-12A	402824	MED EL 1E 2F 120V 100A GD B	UN	156	L2	Utilização livre depósito INVT	58,07	9058,92
GA02	2G-01-12B	400909	MED EL 1E 3F 240V 100A TB GD B	UN	35	L2	Utilização livre depósito INVT	82,25	2878,75
GA02	2G-01-12B	402816	MED IN 3E 4F 120 240V 10A TB GD C	UN	63	L2	Utilização livre depósito INVT	830,3	52308,9
GA02	2G-01-12B	404112	MED IN 1E 2F 120 240V 120A TB QE GD B	UN	282	L2	Utilização livre depósito INVT	350,08	98722,56
GA02	2G-01-12B	404115	MED IN 3E 4F 120 240V 120A TB QE GD B	UN	26	L2	Utilização livre depósito INVT	714,85	18586,1
GA02	2G-01-12B	408749	MEDIDOR INT 3F 3EL 4FIO 120-220V 15/120A	UN	10	L2	Utilização livre depósito INVT	752,47	7524,7
GA02	2G-01-13A	402407	TRAFO CRTE 0,6KV;200-5A 0,3C12,5 JANELA	UN	53	L2	Utilização livre depósito INVT	575,55	30504,15
GA02	2G-01-13A	409793	TRAFO POTENCIAL 13,8KV/RAIZ3-115V/0,3P75	UN	10	L2	Utilização livre depósito INVT	4316,63	43166,3
GA02	2G-01-13B	404114	MED IN 2E 3F 120 240V 120A TB QE GD B	UN	66	L2	Utilização livre depósito INVT	546,21	36049,86
GA02	2G-01-13B	407439	MED IN 1E 2F 120 240V 100A TB GD B	UN	162	L2	Utilização livre depósito INVT	658,29	106642,98
GA02	2G-01-14A	400292	TRAFO CRTE 0,6KV;300-5A 0,3C12,5 JANELA	UN	160	L2	Utilização livre depósito INVT	408,64	65382,4
GA02	2G-01-14A	401685	TRAFO CRTE 0,6KV;600-5A 0,3C12,5 JANELA	UN	144	L2	Utilização livre depósito INVT	410,87	59165,28
GA02	2G-01-14B	400183	MED EL 2E 3F 120V 120A TB GD B	UN	41	L2	Utilização livre depósito INVT	303,43	12440,63
GA02	2G-01-14B	407443	MOSTRADOR REMOTO MEDIDORES 1003 AC/BAT	UN	155	L2	Utilização livre depósito INVT	795,59	123316,45
GA02	2G-01-14C	804287	DISJUNTOR ELETROMAG 380VCA 1F 32A 10KA	UN	3	F3	Utilização livre depósito CUST	6,6	19,8
GA02	2G-01-14C	805413	DISJUNTOR TERM 3P 40A 240/380VCA	UN	148	F3	Utilização livre depósito CUST	31,06	4596,88
GA02	2G-01-14C	805414	DISJUNTOR TERM 3P 50A 127/220VCA	UN	131	F3	Utilização livre depósito CUST	33,52	4391,12
GA02	2G-01-14D	402824	MED EL 1E 2F 120V 100A GD B	UN	1706	L2	Utilização livre depósito INVT	58,07	99067,42
GA02	2G-01-15A	400041	TRAFO CRTE 0,6KV100-5A	UN	43	L2	Utilização livre depósito INVT	173,28	7451,04
GA02	2G-01-15A	401356	TRAFO CRTE 15KV; 15-5A; 0,3C12,5 BARRA	UN	6	L2	Utilização livre depósito INVT	1448,53	8691,18
GA02	2G-01-15A	404113	MED IN 1E 3F 240V 120A TB QE GD B	UN	67	L2	Utilização livre depósito INVT	433,82	29065,94
GA02	2G-01-15B	110130	DISJUNTOR TERM 2P 400V 25A	UN	3	F3	Utilização livre depósito CUST	33,33	99,99
GA02	2G-01-15B	110164	DISJUNTOR TERM 2P 380V 10A 60HZ	UN	1	F3	Utilização livre depósito CUST	0,01	0,01
GA02	2G-01-15B	110253	DISJUNTOR NEMA BIPOLAR 20A	UN	20	F3	Utilização livre depósito CUST	16,02	320,4
GA02	2G-01-15B	110401	DISJUNTOR 1P 380VCA 40A	UN	81	F3	Utilização livre depósito CUST	5,24	424,44
GA02	2G-01-15B	110494	DISJUNTOR 1P 16A 230/400VCA CURVA C	UN	2	F3	Utilização livre depósito CUST	30,16	60,32
GA02	2G-01-15B	110595	DISJUNTOR 2P 380VCA 50A	UN	3	F3	Utilização livre depósito CUST	20,02	60,06
GA02	2G-01-15B	110630	DISJUNTOR 1P 380VCA 10A	UN	33	F3	Utilização livre depósito CUST	4,45	146,85
GA02	2G-01-15B	403327	DISJUNTOR 2P 127/220V 400VCA 32A	UN	212	L2	Utilização livre depósito INVT	16,2	3434,4
GA02	2G-01-15B	403371	DISJUNTOR 3P 127/220V 400VCA 40A	UN	49	L2	Utilização livre depósito INVT	24,48	1199,52
GA02	2G-01-15B	805413	DISJUNTOR TERM 3P 40A 240/380VCA	UN	8	F3	Utilização livre depósito CUST	31,06	248,48
GA02	2G-01-15C	402675	CHAVE AFERICAO SOBREPOR 6P CORR/4P TENS	UN	373	L2	Utilização livre depósito INVT	342,19	127636,87
GA02	2G-01-15C	801786	CHAVE AFERICAO SOBREPOR 6P CORR/4P TENS	UN	244	F3	Utilização livre depósito CUST	342,19	83494,36
GA02	2G-01-15E	402824	MED EL 1E 2F 120V 100A GD B	UN	1712	L2	Utilização livre depósito INVT	58,07	99415,84
GA02	2G-01-16A	400069	TRAFO CRTE 15KV; 5-5A; 0,3C12,5 BARRA	UN	1	L2	Utilização livre depósito INVT	1494,54	1494,54
GA02	2G-01-16A	401771	TRAFO CRTE 15KV; 60-5A; 0,3C12,5 BARRA	UN	22	L2	Utilização livre depósito INVT	1353,32	29773,04
GA02	2G-01-16A	803440	ENVELOPE DE PLAST COM FECHO DE SEG	UN	80	F3	Utilização livre depósito CUST	4,79	383,2
GA02	2G-01-16B	400074	TRAFO CRTE 15KV; 150-5A; 0,3C12,5 BARRA	UN	6	L2	Utilização livre depósito INVT	1584,83	9508,98
GA02	2G-01-16B	401226	TRAFO CRTE 0,6KV; 200-5A; 0,3C2,5 INT	UN	1	L2	Utilização livre depósito INVT	425,45	425,45
GA02	2G-01-16B	401308	TRAFO CRTE 15KV; 10-5A; 0,3C12,5 BARRA	UN	25	L2	Utilização livre depósito INVT	1440,74	36018,5
GA02	2G-01-16B	404613	TRAFO CRTE 15KV; 40-5A; 0,3C12,5 BARRA	UN	17	L2	Utilização livre depósito INVT	1184,19	20131,23
GA02	2G-01-16C	403513	ENVELOPE DE PLAST COM FECHO DE SEG	UN	4842	L2	Utilização livre depósito INVT	4,99	24161,58
GA02	2G-02-01A	800965	PARAFUSO OLH AC 5/8P 800MM	UN	194	F3	Utilização livre depósito CUST	23,35	4529,9
GA02	2G-02-01A	800982	PARAFUSO OLHAL AC 5/8P 20P	UN	23	F3	Utilização livre depósito CUST	24,69	567,87
GA02	2G-02-01B	800596	LACO DISTRIBUICAO PREF CAA 1/0AWG	UN	199	F3	Utilização livre depósito CUST	2,13	423,87
GA02	2G-02-01B	801857	CONTROLADOR REGULADOR TENSAO CTR 2 ITB	UN	14	F3	Utilização livre depósito CUST	4585,56	64197,84
GA02	2G-02-01B	802164	BUCHA C/ARRUELA PVC 1.1/2P	UN	274	F3	Utilização livre depósito CUST	0	0
GA02	2G-02-01B	803072	BUCHA PVC DIAMETRO  1 POL  COM ARRUELA	UN	3700	F3	Utilização livre depósito CUST	1,36	5032
GA02	2G-02-01B	803177	ABRACADEIRA TIPO U  1 1/2P	UN	271	F3	Utilização livre depósito CUST	0,01	2,71
GA02	2G-02-01B	803367	EMENDA PREF COND AL 2/0 AWG 1016MM	UN	233	F3	Utilização livre depósito CUST	34,15	7956,95
GA02	2G-02-01C	800595	LACO LATERAL DUPLO 4/0AWG	UN	445	F3	Utilização livre depósito CUST	3,22	1432,9
GA02	2G-02-01C	801228	LACO PREF TOPO CAA/CA 4/0AWG VM	UN	1652	F3	Utilização livre depósito CUST	2,03	3353,56
GA02	2G-02-01D	800616	LACO LATERAL PREF CAA E CA 1/0AWG DUPLO	UN	2000	F3	Utilização livre depósito CUST	4,86	9720
GA02	2G-02-01E	800254	BRACO ANTIBALANCO PA PT 15KV 320MM	UN	410	F3	Utilização livre depósito CUST	14,46	5928,6
GA02	2G-02-01E	800595	LACO LATERAL DUPLO 4/0AWG	UN	1200	F3	Utilização livre depósito CUST	3,22	3864
GA02	2G-02-02A	801225	PARAFUSO OLH AC 5/8P 24P	UN	407	F3	Utilização livre depósito CUST	29,31	11929,17
GA02	2G-02-02A	805173	PARAFUSO CAB QD AC 12MM 350MM	UN	335	F3	Utilização livre depósito CUST	17,26	5782,1
GA02	2G-02-02B	800226	ALCA PREFORM SERV CA 16MM2 305MM	UN	75	F3	Utilização livre depósito CUST	2,8	210
GA02	2G-02-02B	800254	BRACO ANTIBALANCO PA PT 15KV 320MM	UN	28	F3	Utilização livre depósito CUST	14,46	404,88
GA02	2G-02-02B	800494	LACO PREF ROLD CA 1/0AWG LJ	UN	249	F3	Utilização livre depósito CUST	2,63	654,87
GA02	2G-02-02B	801203	ALCA PREFORM SERV 10MM2 3,7-4,1MM2	UN	235	F3	Utilização livre depósito CUST	1,65	387,75
GA02	2G-02-02B	801849	ESTICADOR P/CABO ACO 5/16P	UN	81	L2	Utilização livre depósito INVT	0,01	0,81
GA02	2G-02-02B	803368	EMENDA PREF COND AL 1/0 AWG 965MM	UN	55	F3	Utilização livre depósito CUST	29,49	1621,95
GA02	2G-02-02C	800779	ALCA PREFORM DIST CAA 336,4MCM VERDE	UN	225	F3	Utilização livre depósito CUST	22,74	5116,5
GA02	2G-02-02C	802180	EMENDA PREF CA 2/0AWG 7F AM	UN	334	F3	Utilização livre depósito CUST	20,81	6950,54
GA02	2G-02-02D	800494	LACO PREF ROLD CA 1/0AWG LJ	UN	1350	F3	Utilização livre depósito CUST	2,63	3550,5
GA02	2G-02-02D	800614	LACO LATERAL DUPLO CA 2AWG	UN	3052	F3	Utilização livre depósito CUST	3,9	11902,8
GA02	2G-02-02E	800614	LACO LATERAL DUPLO CA 2AWG	UN	900	F3	Utilização livre depósito CUST	3,9	3510
GA02	2G-02-02E	800779	ALCA PREFORM DIST CAA 336,4MCM VERDE	UN	500	F3	Utilização livre depósito CUST	22,74	11370
GA02	2G-02-03A	800216	ARRUELA QD 5/8P	UN	40	F3	Utilização livre depósito CUST	1,53	61,2
GA02	2G-02-03A	801047	ARRUELA LIS QD AC 17MM 11/16 57X57MM 5MM	UN	1689	F3	Utilização livre depósito CUST	2,87	4847,43
GA02	2G-02-03A	801206	GANCHO SUSP OLHAL AC 18MM 11000KGF	UN	950	F3	Utilização livre depósito CUST	33,68	31996
GA02	2G-02-03B	800360	GRAMPO ANCOR CUNHA AL 50MM2 400DAN	UN	350	F3	Utilização livre depósito CUST	32,56	11396
GA02	2G-02-03B	800614	LACO LATERAL DUPLO CA 2AWG	UN	126	F3	Utilização livre depósito CUST	3,9	491,4
GA02	2G-02-03B	801039	ALCA PREFORM SERV 50MM2 45MM2	UN	40	F3	Utilização livre depósito CUST	7,41	296,4
GA02	2G-02-03C	800262	CHAVE FUSIVEL INDIC 15KV 200A/95KV BUC	UN	132	F3	Utilização livre depósito CUST	404,88	53444,16
GA02	2G-02-03D	800077	CONECTOR COMP DER 1/0-4/0AWG 9,4-14,3	UN	9919	F3	Utilização livre depósito CUST	1,52	15076,88
GA02	2G-02-03E	800505	LACO PREF TOPO DUPLO CA 336,4MCM VM	UN	3294	F3	Utilização livre depósito CUST	2,18	7180,92
GA02	2G-02-04A	800528	PARAFUSO OLH AC 5/8P 650MM	UN	494	F3	Utilização livre depósito CUST	28,31	13985,14
GA02	2G-02-04A	800963	PARAFUSO CAB QD MAQ AC 5/8X20P	UN	1981	F3	Utilização livre depósito CUST	20,16	39936,96
GA02	2G-02-04B	800427	BRACO C/GRAMPO SUSPE SECU 500DAN	UN	90	F3	Utilização livre depósito CUST	41,44	3729,6
GA02	2G-02-04B	800767	CAPA PROTETORA CONEC CUNHA 15KV AZ/BR	UN	518	F3	Utilização livre depósito CUST	23,06	11945,08
GA02	2G-02-04B	800774	TERMINAL PINO TUBULAR 2,5MM2	UN	271	F3	Utilização livre depósito CUST	0,23	62,33
GA02	2G-02-04B	800917	LACO PREF CA 2AWG PESC 57MM PURPURA	UN	248	F3	Utilização livre depósito CUST	3,5	868
GA02	2G-02-04C	800061	CARTUCHO PLA P/CUNHA VM FEST CALIB 20	UN	134	F3	Utilização livre depósito CUST	1,15	154,1
GA02	2G-02-05A	400512	CONECTOR DER CUNHA AL 1/0AWG 336,4MCM	UN	31	L2	Utilização livre depósito INVT	16,3	505,3
GA02	2G-02-05A	800118	PARAFUSO CAB QD AC 16MM 500MM	UN	1280	F3	Utilização livre depósito CUST	17,15	21952
GA02	2G-02-05A	800536	PARAFUSO MAQ CAB QD AC 5/8X24P	UN	990	F3	Utilização livre depósito CUST	23,13	22898,7
GA02	2G-02-05B	800600	LACO DISTRIBUICAO PREF CAA 2/0AWG AC	UN	1001	F3	Utilização livre depósito CUST	1,43	1431,43
GA02	2G-02-05B	800897	ALCA PREFORM 6,4MM 1/4P AM 1219MM	UN	102	F3	Utilização livre depósito CUST	6,08	620,16
GA02	2G-02-05B	801170	CARTUCHO PLA P/CUNHA AM FEST CALIB 20	UN	362	F3	Utilização livre depósito CUST	2,6	941,2
GA02	2G-02-05D	800817	CHAVE FUSIVEL DIST 15KV 100A/10KA PORC	UN	66	F3	Utilização livre depósito CUST	331,63	21887,58
GA02	2G-02-05E	800817	CHAVE FUSIVEL DIST 15KV 100A/10KA PORC	UN	132	F3	Utilização livre depósito CUST	331,63	43775,16
GA02	2G-02-06A	800116	PARAFUSO CAB ABA AC 16MM 150MM	UN	856	F3	Utilização livre depósito CUST	5,84	4999,04
GA02	2G-02-06A	800922	PARAFUSO CAB QD AC 16MM 450MM	UN	2	F3	Utilização livre depósito CUST	14,41	28,82
GA02	2G-02-06B	801028	ALCA PREFORM SERV 16MM2 5,0-5,7MM2	UN	305	F3	Utilização livre depósito CUST	1,95	594,75
GA02	2G-02-06B	802405	ALCA PREFORM 6,4MM 1/4P AM 635MM	UN	163	F3	Utilização livre depósito CUST	8,35	1361,05
GA02	2G-02-06B	803507	EMENDA PREF AC 5/16 1067MM	UN	40	F3	Utilização livre depósito CUST	478,16	19126,4
GA02	2G-02-06C	400422	CARTUCHO PLA P/CUNHA AM FEST CALIB 20	UN	246	L2	Utilização livre depósito INVT	2,6	639,6
GA02	2G-02-06C	400815	CARTUCHO PLA P/CUNHA VM FEST CALIB 20	UN	4484	L2	Utilização livre depósito INVT	1,15	5156,6
GA02	2G-02-06C	805478	SEPARADOR FASE BT  4/0 AWG 700 MM	UN	58	F3	Utilização livre depósito CUST	15,59	904,22
GA02	2G-02-06D	800817	CHAVE FUSIVEL DIST 15KV 100A/10KA PORC	UN	132	F3	Utilização livre depósito CUST	331,63	43775,16
GA02	2G-02-06E	800817	CHAVE FUSIVEL DIST 15KV 100A/10KA PORC	UN	132	F3	Utilização livre depósito CUST	331,63	43775,16
GA02	2G-02-07A	800521	PARAFUSO CAB QD 16X400MM AC	UN	298	F3	Utilização livre depósito CUST	13,56	4040,88
GA02	2G-02-07A	801064	PARAFUSO CAB ABA AC 10MM 115MM	UN	14	F3	Utilização livre depósito CUST	1,73	24,22
GA02	2G-02-07A	801087	GANCHO OLHAL AC 17MM 5000KGF	UN	15	F3	Utilização livre depósito CUST	11,43	171,45
GA02	2G-02-07A	801313	PINO ISOLADOR AC 25X294X19MM	UN	13	F3	Utilização livre depósito CUST	28,5	370,5
GA02	2G-02-07A	801391	PARAFUSO CAB QD AC 16MM 2P 350MM	UN	57	F3	Utilização livre depósito CUST	9,21	524,97
GA02	2G-02-07B	402348	MINI DISJUNTOR 1P 25A 230/127VCA C	UN	217	L2	Utilização livre depósito INVT	7,18	1558,06
GA02	2G-02-07B	403040	DISJUNTOR ELETROMAG 380VCA 1F 32A 10KA	UN	428	L2	Utilização livre depósito INVT	5,78	2473,84
GA02	2G-02-07B	404411	DISJUNTOR MONOFASICO DE 10A	UN	110	L2	Utilização livre depósito INVT	8	880
GA02	2G-02-07B	804050	DISJUNTOR 2P 127/220V 400VCA 32A	UN	160	F3	Utilização livre depósito CUST	16,2	2592
GA02	2G-02-07D	800817	CHAVE FUSIVEL DIST 15KV 100A/10KA PORC	UN	132	F3	Utilização livre depósito CUST	331,63	43775,16
GA02	2G-02-07E	800817	CHAVE FUSIVEL DIST 15KV 100A/10KA PORC	UN	132	F3	Utilização livre depósito CUST	331,63	43775,16
GA02	2G-02-08A	800108	PARAFUSO CAB ABA AC 16MM 45MM	UN	198	F3	Utilização livre depósito CUST	4,37	865,26
GA02	2G-02-08A	800530	PARAFUSO OLH AC 16MM 5/8P 475MM	UN	63	F3	Utilização livre depósito CUST	33,26	2095,38
GA02	2G-02-08A	800536	PARAFUSO MAQ CAB QD AC 5/8X24P	UN	360	F3	Utilização livre depósito CUST	23,13	8326,8
GA02	2G-02-08B	403113	DISJUNTOR 1P 127/220V 400VCA 32A	UN	1352	L2	Utilização livre depósito INVT	7,8	10545,6
GA02	2G-02-08B	407229	DISJUNTORES BIPOLAR 20A	UN	4	L2	Utilização livre depósito INVT	23,05	92,2
GA02	2G-02-08B	408192	DISJUNTOR CAIXA MOLDADA 200A	UN	6	L2	Utilização livre depósito INVT	166,98	1001,88
GA02	2G-02-08B	409826	DISJUNTOR 3P 380VCA 100A	UN	6	L2	Utilização livre depósito INVT	62,45	374,7
GA02	2G-02-08B	804881	DISJUNTOR 1P 127/220V 400VCA 32A	UN	2260	F3	Utilização livre depósito CUST	7,3	16498
GA02	2G-02-08B	804882	DISJUNTOR 3P 127/220V 400VCA 40A	UN	592	F3	Utilização livre depósito CUST	24,48	14492,16
